process_date,Area,Cadena,despegar_hotel_id,eecc,Nombre_Hotel,hotel_country,PoS,check_in,check_out,los,adults,children,BML_buyers,currency,agency_name,VarBuyers,price_despegar (USD),buyers_best_price_competitor_total (USD),competitors_Min_Rate (USD),no_buyers_best_price_competitor_total (USD)
01/01/2025,Demo Region,Demo Chain Group,999992,demo.user2@example.com,Ocean View Grand,DM,CO,13/10/2026,20/10/2026,7,3,1,Lose,USD,TripMaster,5.86%,1987.0,2103.0,1998.0,2419.0
01/01/2025,Demo Region,Demo Chain Group,999992,demo.user2@example.com,Ocean View Grand,DM,CO,25/07/2026,08/08/2026,14,2,0,Beat,USD,TravelCorp,-1.03%,6631.0,6563.0,6235.0,7547.0
01/01/2025,Demo Region,Demo Chain Group,999992,demo.user2@example.com,Ocean View Grand,DM,MX,26/04/2026,29/04/2026,3,2,0,Lose,USD,TripMaster,8.24%,970.0,1050.0,997.0,1207.0
01/01/2025,Demo Region,Demo Chain Group,999992,demo.user2@example.com,Ocean View Grand,DM,CO,28/06/2026,05/07/2026,7,2,2,Lose,USD,BookingPro,9.34%,3724.0,4071.0,3868.0,4682.0
01/01/2025,Demo Region,Demo Chain Group,999992,demo.user2@example.com,Ocean View Grand,DM,MX,04/12/2026,11/12/2026,7,3,0,Beat,USD,GlobalTravel,-2.60%,3359.0,3271.0,3108.0,3762.0
01/01/2025,Demo Region,Demo Chain Group,999992,demo.user2@example.com,Ocean View Grand,DM,CO,09/03/2026,13/03/2026,4,2,0,Lose,USD,TripMaster,13.05%,1428.0,1615.0,1534.0,1857.0
01/01/2025,Demo Region,Demo Chain Group,999992,demo.user2@example.com,Ocean View Grand,DM,US,17/07/2026,22/07/2026,5,1,1,Lose,USD,BookingPro,11.02%,3230.0,3586.0,3407.0,4124.0
01/01/2025,Demo Region,Demo Chain Group,999992,demo.user2@example.com,Ocean View Grand,DM,CO,05/07/2026,10/07/2026,5,2,0,Lose,USD,BookingPro,12.27%,2115.0,2374.0,2256.0,2730.0
01/01/2025,Demo Region,Demo Chain Group,999992,demo.user2@example.com,Ocean View Grand,DM,US,01/07/2026,08/07/2026,7,2,0,Beat,USD,TripMaster,-3.99%,3130.0,3005.0,2854.0,3455.0
01/01/2025,Demo Region,Demo Chain Group,999992,demo.user2@example.com,Ocean View Grand,DM,MX,20/01/2026,24/01/2026,4,2,2,Meet,USD,TravelCorp,2.02%,1497.0,1527.0,1450.0,1756.0
01/01/2025,Demo Region,Demo Chain Group,999992,demo.user2@example.com,Ocean View Grand,DM,CO,21/05/2026,25/05/2026,4,2,0,Lose,USD,GlobalTravel,11.47%,1324.0,1475.0,1402.0,1697.0
01/01/2025,Demo Region,Demo Chain Group,999992,demo.user2@example.com,Ocean View Grand,DM,CO,03/01/2026,07/01/2026,4,2,2,Beat,USD,BookingPro,-0.00%,2412.0,2412.0,2291.0,2774.0
01/01/2025,Demo Region,Demo Chain Group,999992,demo.user2@example.com,Ocean View Grand,DM,CO,01/12/2026,15/12/2026,14,2,1,Beat,USD,BookingPro,-0.37%,7031.0,7005.0,6655.0,8056.0
01/01/2025,Demo Region,Demo Chain Group,999992,demo.user2@example.com,Ocean View Grand,DM,US,08/11/2026,15/11/2026,7,3,0,Lose,USD,WanderlustCo,5.76%,1951.0,2063.0,1960.0,2373.0
01/01/2025,Demo Region,Demo Chain Group,999992,demo.user2@example.com,Ocean View Grand,DM,CO,01/09/2026,04/09/2026,3,2,1,Meet,USD,VacationDeals,1.35%,949.0,962.0,914.0,1106.0
01/01/2025,Demo Region,Demo Chain Group,999992,demo.user2@example.com,Ocean View Grand,DM,MX,11/10/2026,14/10/2026,3,2,1,Lose,USD,BookingPro,10.05%,981.0,1079.0,1025.0,1241.0
01/01/2025,Demo Region,Demo Chain Group,999992,demo.user2@example.com,Ocean View Grand,DM,CO,16/04/2026,21/04/2026,5,2,1,Meet,USD,WanderlustCo,2.58%,1268.0,1301.0,1236.0,1496.0
01/01/2025,Demo Region,Demo Chain Group,999992,demo.user2@example.com,Ocean View Grand,DM,CO,17/11/2026,20/11/2026,3,3,0,Lose,USD,TravelCorp,11.57%,873.0,974.0,925.0,1120.0
01/01/2025,Demo Region,Demo Chain Group,999992,demo.user2@example.com,Ocean View Grand,DM,CO,28/05/2026,02/06/2026,5,2,0,Lose,USD,GlobalTravel,10.67%,2086.0,2308.0,2193.0,2654.0
01/01/2025,Demo Region,Demo Chain Group,999992,demo.user2@example.com,Ocean View Grand,DM,US,22/03/2026,05/04/2026,14,1,0,Lose,USD,TripMaster,12.74%,5296.0,5970.0,5672.0,6866.0
01/01/2025,Demo Region,Demo Chain Group,999992,demo.user2@example.com,Ocean View Grand,DM,CO,08/11/2026,12/11/2026,4,2,0,Meet,USD,TravelCorp,1.81%,1265.0,1288.0,1223.0,1481.0
01/01/2025,Demo Region,Demo Chain Group,999992,demo.user2@example.com,Ocean View Grand,DM,US,26/07/2026,28/07/2026,2,2,0,Lose,USD,BookingPro,12.37%,734.0,825.0,783.0,948.0
01/01/2025,Demo Region,Demo Chain Group,999992,demo.user2@example.com,Ocean View Grand,DM,US,25/08/2026,04/09/2026,10,2,0,Lose,USD,TripMaster,6.77%,5109.0,5454.0,5182.0,6273.0
01/01/2025,Demo Region,Demo Chain Group,999992,demo.user2@example.com,Ocean View Grand,DM,CO,10/01/2026,24/01/2026,14,2,0,Beat,USD,GlobalTravel,-1.73%,5719.0,5620.0,5339.0,6463.0
01/01/2025,Demo Region,Demo Chain Group,999992,demo.user2@example.com,Ocean View Grand,DM,MX,29/05/2026,02/06/2026,4,2,0,Beat,USD,GlobalTravel,-0.78%,1058.0,1050.0,997.0,1207.0
01/01/2025,Demo Region,Demo Chain Group,999992,demo.user2@example.com,Ocean View Grand,DM,US,12/06/2026,19/06/2026,7,3,1,Beat,USD,WanderlustCo,-1.92%,4400.0,4316.0,4100.0,4963.0
01/01/2025,Demo Region,Demo Chain Group,999992,demo.user2@example.com,Ocean View Grand,DM,MX,12/11/2026,16/11/2026,4,2,0,Lose,USD,TripMaster,14.52%,1641.0,1879.0,1786.0,2161.0
01/01/2025,Demo Region,Demo Chain Group,999992,demo.user2@example.com,Ocean View Grand,DM,CO,17/02/2026,24/02/2026,7,2,0,Meet,USD,WanderlustCo,2.94%,1927.0,1984.0,1885.0,2282.0
01/01/2025,Demo Region,Demo Chain Group,999992,demo.user2@example.com,Ocean View Grand,DM,US,06/06/2026,10/06/2026,4,1,0,Lose,USD,VacationDeals,6.56%,1448.0,1543.0,1466.0,1775.0
01/01/2025,Demo Region,Demo Chain Group,999992,demo.user2@example.com,Ocean View Grand,DM,CO,31/08/2026,14/09/2026,14,3,0,Meet,USD,GlobalTravel,0.58%,7394.0,7437.0,7065.0,8553.0
01/01/2025,Demo Region,Demo Chain Group,999992,demo.user2@example.com,Ocean View Grand,DM,MX,14/04/2026,21/04/2026,7,1,1,Lose,USD,TripMaster,10.83%,2973.0,3295.0,3130.0,3789.0
01/01/2025,Demo Region,Demo Chain Group,999992,demo.user2@example.com,Ocean View Grand,DM,MX,30/10/2026,02/11/2026,3,1,2,Lose,USD,WanderlustCo,8.65%,1244.0,1352.0,1284.0,1555.0
01/01/2025,Demo Region,Demo Chain Group,999992,demo.user2@example.com,Ocean View Grand,DM,US,28/10/2026,01/11/2026,4,1,0,Beat,USD,WanderlustCo,-3.80%,1748.0,1681.0,1597.0,1933.0
01/01/2025,Demo Region,Demo Chain Group,999992,demo.user2@example.com,Ocean View Grand,DM,MX,10/12/2026,13/12/2026,3,2,0,Beat,USD,TripMaster,-3.37%,950.0,918.0,872.0,1056.0
01/01/2025,Demo Region,Demo Chain Group,999992,demo.user2@example.com,Ocean View Grand,DM,US,13/01/2026,17/01/2026,4,3,0,Lose,USD,GlobalTravel,6.54%,2312.0,2463.0,2340.0,2833.0
01/01/2025,Demo Region,Demo Chain Group,999992,demo.user2@example.com,Ocean View Grand,DM,US,20/01/2026,22/01/2026,2,1,0,Lose,USD,TravelCorp,8.96%,1306.0,1423.0,1352.0,1637.0
01/01/2025,Demo Region,Demo Chain Group,999992,demo.user2@example.com,Ocean View Grand,DM,MX,29/08/2026,05/09/2026,7,2,0,Beat,USD,TripMaster,-4.68%,4291.0,4091.0,3886.0,4704.0
01/01/2025,Demo Region,Demo Chain Group,999992,demo.user2@example.com,Ocean View Grand,DM,CO,06/04/2026,10/04/2026,4,2,0,Meet,USD,TripMaster,1.37%,1004.0,1018.0,967.0,1170.0
01/01/2025,Demo Region,Demo Chain Group,999992,demo.user2@example.com,Ocean View Grand,DM,CO,07/07/2026,12/07/2026,5,2,0,Lose,USD,TripMaster,12.02%,1700.0,1905.0,1810.0,2191.0
01/01/2025,Demo Region,Demo Chain Group,999992,demo.user2@example.com,Ocean View Grand,DM,CO,02/09/2026,07/09/2026,5,2,0,Meet,USD,VacationDeals,4.60%,1537.0,1608.0,1527.0,1849.0
01/01/2025,Demo Region,Demo Chain Group,999992,demo.user2@example.com,Ocean View Grand,DM,MX,19/04/2026,26/04/2026,7,4,0,Meet,USD,GlobalTravel,1.37%,1646.0,1668.0,1585.0,1919.0
01/01/2025,Demo Region,Demo Chain Group,999992,demo.user2@example.com,Ocean View Grand,DM,CO,01/10/2026,08/10/2026,7,2,0,Lose,USD,WanderlustCo,10.07%,2729.0,3004.0,2854.0,3454.0
01/01/2025,Demo Region,Demo Chain Group,999992,demo.user2@example.com,Ocean View Grand,DM,MX,10/02/2026,24/02/2026,14,1,1,Beat,USD,BookingPro,-1.08%,5551.0,5492.0,5217.0,6315.0
01/01/2025,Demo Region,Demo Chain Group,999992,demo.user2@example.com,Ocean View Grand,DM,CO,22/09/2026,25/09/2026,3,2,0,Lose,USD,VacationDeals,7.76%,719.0,775.0,736.0,891.0
01/01/2025,Demo Region,Demo Chain Group,999992,demo.user2@example.com,Ocean View Grand,DM,CO,19/02/2026,21/02/2026,2,2,0,Lose,USD,VacationDeals,9.60%,582.0,637.0,606.0,733.0
01/01/2025,Demo Region,Demo Chain Group,999992,demo.user2@example.com,Ocean View Grand,DM,MX,25/07/2026,04/08/2026,10,4,1,Lose,USD,WanderlustCo,10.33%,3673.0,4052.0,3849.0,4660.0
01/01/2025,Demo Region,Demo Chain Group,999992,demo.user2@example.com,Ocean View Grand,DM,CO,04/10/2026,08/10/2026,4,2,0,Meet,USD,TravelCorp,1.36%,1298.0,1315.0,1250.0,1513.0
01/01/2025,Demo Region,Demo Chain Group,999992,demo.user2@example.com,Ocean View Grand,DM,MX,01/04/2026,05/04/2026,4,1,0,Lose,USD,TravelCorp,12.45%,1029.0,1157.0,1099.0,1331.0
01/01/2025,Demo Region,Demo Chain Group,999992,demo.user2@example.com,Ocean View Grand,DM,US,03/10/2026,07/10/2026,4,2,0,Beat,USD,TravelCorp,-2.29%,1476.0,1443.0,1370.0,1659.0
01/01/2025,Demo Region,Demo Chain Group,999992,demo.user2@example.com,Ocean View Grand,DM,MX,02/01/2026,05/01/2026,3,2,0,Beat,USD,TripMaster,-0.82%,2066.0,2049.0,1946.0,2356.0
01/01/2025,Demo Region,Demo Chain Group,999993,demo.user3@example.com,Mountain Lodge Premium,DM,AR,08/10/2026,13/10/2026,5,2,1,Lose,USD,BookingPro,22.78%,1272.0,1562.0,1484.0,1796.0
01/01/2025,Demo Region,Demo Chain Group,999993,demo.user3@example.com,Mountain Lodge Premium,DM,BR,06/02/2026,09/02/2026,3,3,0,Lose,USD,WanderlustCo,20.07%,690.0,828.0,787.0,952.0
01/01/2025,Demo Region,Demo Chain Group,999993,demo.user3@example.com,Mountain Lodge Premium,DM,BR,10/12/2026,14/12/2026,4,3,2,Lose,USD,TripMaster,10.31%,1250.0,1379.0,1310.0,1586.0
01/01/2025,Demo Region,Demo Chain Group,999993,demo.user3@example.com,Mountain Lodge Premium,DM,AR,26/04/2026,28/04/2026,2,2,0,Lose,USD,TravelCorp,23.54%,475.0,587.0,557.0,675.0
01/01/2025,Demo Region,Demo Chain Group,999993,demo.user3@example.com,Mountain Lodge Premium,DM,AR,29/09/2026,06/10/2026,7,1,0,Lose,USD,BookingPro,22.98%,1605.0,1974.0,1876.0,2271.0
01/01/2025,Demo Region,Demo Chain Group,999993,demo.user3@example.com,Mountain Lodge Premium,DM,BR,01/04/2026,05/04/2026,4,2,0,Lose,USD,TripMaster,7.04%,1030.0,1102.0,1047.0,1268.0
01/01/2025,Demo Region,Demo Chain Group,999993,demo.user3@example.com,Mountain Lodge Premium,DM,AR,26/06/2026,06/07/2026,10,2,0,Lose,USD,WanderlustCo,22.15%,4137.0,5054.0,4801.0,5812.0
01/01/2025,Demo Region,Demo Chain Group,999993,demo.user3@example.com,Mountain Lodge Premium,DM,AR,03/12/2026,05/12/2026,2,2,1,Lose,USD,WanderlustCo,12.32%,779.0,875.0,831.0,1006.0
01/01/2025,Demo Region,Demo Chain Group,999993,demo.user3@example.com,Mountain Lodge Premium,DM,BR,12/02/2026,16/02/2026,4,3,2,Lose,USD,GlobalTravel,21.60%,701.0,852.0,810.0,980.0
01/01/2025,Demo Region,Demo Chain Group,999993,demo.user3@example.com,Mountain Lodge Premium,DM,AR,21/04/2026,05/05/2026,14,2,0,Lose,USD,BookingPro,24.37%,3516.0,4372.0,4154.0,5028.0
01/01/2025,Demo Region,Demo Chain Group,999993,demo.user3@example.com,Mountain Lodge Premium,DM,AR,04/10/2026,14/10/2026,10,3,0,Lose,USD,GlobalTravel,34.69%,1665.0,2243.0,2130.0,2579.0
01/01/2025,Demo Region,Demo Chain Group,999993,demo.user3@example.com,Mountain Lodge Premium,DM,BR,02/06/2026,12/06/2026,10,1,0,Lose,USD,TripMaster,17.41%,2498.0,2933.0,2787.0,3373.0
01/01/2025,Demo Region,Demo Chain Group,999993,demo.user3@example.com,Mountain Lodge Premium,DM,BR,24/09/2026,29/09/2026,5,1,2,Lose,USD,WanderlustCo,10.09%,1107.0,1219.0,1158.0,1402.0
01/01/2025,Demo Region,Demo Chain Group,999993,demo.user3@example.com,Mountain Lodge Premium,DM,BR,20/07/2026,25/07/2026,5,2,0,Lose,USD,WanderlustCo,14.75%,2147.0,2463.0,2340.0,2833.0
01/01/2025,Demo Region,Demo Chain Group,999993,demo.user3@example.com,Mountain Lodge Premium,DM,BR,15/03/2026,25/03/2026,10,2,0,Lose,USD,TripMaster,26.93%,2296.0,2914.0,2768.0,3351.0
01/01/2025,Demo Region,Demo Chain Group,999993,demo.user3@example.com,Mountain Lodge Premium,DM,BR,19/03/2026,24/03/2026,5,3,1,Lose,USD,TripMaster,25.27%,1200.0,1503.0,1428.0,1729.0
01/01/2025,Demo Region,Demo Chain Group,999993,demo.user3@example.com,Mountain Lodge Premium,DM,BR,18/08/2026,01/09/2026,14,1,0,Lose,USD,VacationDeals,17.27%,3050.0,3576.0,3397.0,4113.0
01/01/2025,Demo Region,Demo Chain Group,999993,demo.user3@example.com,Mountain Lodge Premium,DM,AR,11/12/2026,16/12/2026,5,2,0,Lose,USD,VacationDeals,11.30%,1734.0,1930.0,1833.0,2219.0
01/01/2025,Demo Region,Demo Chain Group,999993,demo.user3@example.com,Mountain Lodge Premium,DM,AR,20/04/2026,24/04/2026,4,3,0,Lose,USD,TripMaster,8.92%,895.0,975.0,926.0,1121.0
01/01/2025,Demo Region,Demo Chain Group,999993,demo.user3@example.com,Mountain Lodge Premium,DM,AR,05/02/2026,08/02/2026,3,2,0,Lose,USD,WanderlustCo,7.74%,453.0,488.0,463.0,561.0
01/01/2025,Demo Region,Demo Chain Group,999993,demo.user3@example.com,Mountain Lodge Premium,DM,BR,02/02/2026,05/02/2026,3,1,0,Lose,USD,TravelCorp,31.90%,729.0,961.0,913.0,1105.0
01/01/2025,Demo Region,Demo Chain Group,999993,demo.user3@example.com,Mountain Lodge Premium,DM,AR,23/11/2026,25/11/2026,2,3,0,Lose,USD,TravelCorp,22.16%,511.0,624.0,593.0,717.0
01/01/2025,Demo Region,Demo Chain Group,999993,demo.user3@example.com,Mountain Lodge Premium,DM,AR,15/02/2026,18/02/2026,3,2,0,Lose,USD,BookingPro,10.32%,679.0,749.0,712.0,862.0
01/01/2025,Demo Region,Demo Chain Group,999993,demo.user3@example.com,Mountain Lodge Premium,DM,BR,17/04/2026,24/04/2026,7,2,0,Lose,USD,TravelCorp,28.96%,1600.0,2064.0,1961.0,2373.0
01/01/2025,Demo Region,Demo Chain Group,999993,demo.user3@example.com,Mountain Lodge Premium,DM,AR,17/04/2026,19/04/2026,2,2,1,Lose,USD,TravelCorp,26.60%,472.0,598.0,568.0,688.0
01/01/2025,Demo Region,Demo Chain Group,999993,demo.user3@example.com,Mountain Lodge Premium,DM,BR,19/05/2026,26/05/2026,7,1,0,Lose,USD,TripMaster,25.25%,1251.0,1567.0,1488.0,1802.0
01/01/2025,Demo Region,Demo Chain Group,999993,demo.user3@example.com,Mountain Lodge Premium,DM,AR,23/07/2026,30/07/2026,7,3,0,Lose,USD,TravelCorp,31.59%,2761.0,3634.0,3452.0,4179.0
01/01/2025,Demo Region,Demo Chain Group,999993,demo.user3@example.com,Mountain Lodge Premium,DM,BR,12/07/2026,15/07/2026,3,2,0,Lose,USD,TripMaster,17.82%,856.0,1009.0,958.0,1160.0
01/01/2025,Demo Region,Demo Chain Group,999993,demo.user3@example.com,Mountain Lodge Premium,DM,BR,03/08/2026,08/08/2026,5,2,0,Lose,USD,TravelCorp,27.96%,1756.0,2246.0,2134.0,2583.0
01/01/2025,Demo Region,Demo Chain Group,999993,demo.user3@example.com,Mountain Lodge Premium,DM,BR,19/03/2026,24/03/2026,5,2,0,Lose,USD,TravelCorp,29.26%,924.0,1194.0,1134.0,1373.0
01/01/2025,Demo Region,Demo Chain Group,999993,demo.user3@example.com,Mountain Lodge Premium,DM,AR,01/12/2026,05/12/2026,4,3,1,Lose,USD,VacationDeals,11.94%,1536.0,1719.0,1633.0,1977.0
01/01/2025,Demo Region,Demo Chain Group,999993,demo.user3@example.com,Mountain Lodge Premium,DM,BR,09/11/2026,13/11/2026,4,1,0,Lose,USD,WanderlustCo,29.36%,644.0,833.0,791.0,958.0
01/01/2025,Demo Region,Demo Chain Group,999993,demo.user3@example.com,Mountain Lodge Premium,DM,AR,12/04/2026,19/04/2026,7,1,1,Lose,USD,VacationDeals,30.79%,1280.0,1674.0,1590.0,1925.0
01/01/2025,Demo Region,Demo Chain Group,999993,demo.user3@example.com,Mountain Lodge Premium,DM,AR,04/07/2026,07/07/2026,3,1,0,Lose,USD,VacationDeals,18.83%,1091.0,1296.0,1231.0,1491.0
01/01/2025,Demo Region,Demo Chain Group,999993,demo.user3@example.com,Mountain Lodge Premium,DM,BR,29/05/2026,03/06/2026,5,1,1,Lose,USD,WanderlustCo,23.36%,986.0,1216.0,1155.0,1399.0
01/01/2025,Demo Region,Demo Chain Group,999993,demo.user3@example.com,Mountain Lodge Premium,DM,BR,18/12/2026,22/12/2026,4,1,0,Lose,USD,WanderlustCo,16.79%,1601.0,1870.0,1777.0,2151.0
01/01/2025,Demo Region,Demo Chain Group,999993,demo.user3@example.com,Mountain Lodge Premium,DM,BR,09/07/2026,19/07/2026,10,2,0,Lose,USD,VacationDeals,9.15%,2593.0,2830.0,2688.0,3254.0
01/01/2025,Demo Region,Demo Chain Group,999993,demo.user3@example.com,Mountain Lodge Premium,DM,BR,27/09/2026,30/09/2026,3,1,0,Lose,USD,TravelCorp,30.60%,615.0,803.0,763.0,923.0
01/01/2025,Demo Region,Demo Chain Group,999993,demo.user3@example.com,Mountain Lodge Premium,DM,BR,08/03/2026,11/03/2026,3,2,0,Lose,USD,VacationDeals,32.62%,741.0,983.0,934.0,1130.0
01/01/2025,Demo Region,Demo Chain Group,999993,demo.user3@example.com,Mountain Lodge Premium,DM,BR,04/06/2026,06/06/2026,2,2,0,Lose,USD,TravelCorp,7.03%,684.0,732.0,696.0,842.0
01/01/2025,Demo Region,Demo Chain Group,999993,demo.user3@example.com,Mountain Lodge Premium,DM,BR,14/08/2026,17/08/2026,3,2,0,Lose,USD,BookingPro,8.24%,1296.0,1403.0,1332.0,1613.0
01/01/2025,Demo Region,Demo Chain Group,999993,demo.user3@example.com,Mountain Lodge Premium,DM,BR,18/03/2026,21/03/2026,3,1,0,Lose,USD,VacationDeals,28.20%,623.0,799.0,759.0,919.0
01/01/2025,Demo Region,Demo Chain Group,999993,demo.user3@example.com,Mountain Lodge Premium,DM,BR,07/03/2026,09/03/2026,2,2,0,Lose,USD,BookingPro,34.76%,446.0,601.0,571.0,692.0
01/01/2025,Demo Region,Demo Chain Group,999993,demo.user3@example.com,Mountain Lodge Premium,DM,AR,22/11/2026,24/11/2026,2,2,0,Lose,USD,TravelCorp,14.23%,361.0,412.0,392.0,474.0
01/01/2025,Demo Region,Demo Chain Group,999993,demo.user3@example.com,Mountain Lodge Premium,DM,BR,29/07/2026,01/08/2026,3,1,0,Lose,USD,BookingPro,27.12%,1032.0,1312.0,1247.0,1509.0
01/01/2025,Demo Region,Demo Chain Group,999993,demo.user3@example.com,Mountain Lodge Premium,DM,AR,23/02/2026,02/03/2026,7,2,1,Lose,USD,TripMaster,13.51%,1663.0,1888.0,1794.0,2171.0
01/01/2025,Demo Region,Demo Chain Group,999993,demo.user3@example.com,Mountain Lodge Premium,DM,BR,14/01/2026,16/01/2026,2,3,0,Lose,USD,BookingPro,30.62%,449.0,586.0,557.0,674.0
01/01/2025,Demo Region,Demo Chain Group,999993,demo.user3@example.com,Mountain Lodge Premium,DM,AR,29/11/2026,03/12/2026,4,3,2,Lose,USD,TripMaster,31.35%,1062.0,1395.0,1325.0,1604.0
01/01/2025,Demo Region,Demo Chain Group,999993,demo.user3@example.com,Mountain Lodge Premium,DM,BR,04/12/2026,11/12/2026,7,2,0,Lose,USD,WanderlustCo,8.55%,2328.0,2527.0,2401.0,2906.0
01/01/2025,Demo Region,Demo Chain Group,999993,demo.user3@example.com,Mountain Lodge Premium,DM,BR,03/02/2026,10/02/2026,7,2,0,Lose,USD,VacationDeals,10.37%,1287.0,1421.0,1350.0,1634.0
01/01/2025,Demo Region,Demo Chain Group,999993,demo.user3@example.com,Mountain Lodge Premium,DM,AR,18/03/2026,28/03/2026,10,1,1,Lose,USD,BookingPro,23.86%,1996.0,2472.0,2349.0,2843.0
01/01/2025,Demo Region,Demo Chain Group,999993,demo.user3@example.com,Mountain Lodge Premium,DM,AR,27/06/2026,01/07/2026,4,2,1,Lose,USD,BookingPro,15.68%,1709.0,1977.0,1878.0,2273.0
01/01/2025,Demo Region,Demo Chain Group,999993,demo.user3@example.com,Mountain Lodge Premium,DM,BR,23/02/2026,28/02/2026,5,3,0,Lose,USD,WanderlustCo,22.60%,904.0,1109.0,1053.0,1275.0
01/01/2025,Demo Region,Demo Chain Group,999993,demo.user3@example.com,Mountain Lodge Premium,DM,BR,01/08/2026,08/08/2026,7,2,0,Lose,USD,TravelCorp,7.17%,1664.0,1784.0,1695.0,2051.0
01/01/2025,Demo Region,Demo Chain Group,999993,demo.user3@example.com,Mountain Lodge Premium,DM,AR,02/08/2026,09/08/2026,7,2,0,Lose,USD,TripMaster,5.18%,2701.0,2841.0,2699.0,3267.0
01/01/2025,Demo Region,Demo Chain Group,999993,demo.user3@example.com,Mountain Lodge Premium,DM,AR,30/06/2026,03/07/2026,3,2,2,Lose,USD,BookingPro,7.43%,726.0,780.0,741.0,897.0
01/01/2025,Demo Region,Demo Chain Group,999993,demo.user3@example.com,Mountain Lodge Premium,DM,AR,14/02/2026,19/02/2026,5,2,0,Lose,USD,GlobalTravel,31.43%,825.0,1084.0,1030.0,1246.0
01/01/2025,Demo Region,Demo Chain Group,999993,demo.user3@example.com,Mountain Lodge Premium,DM,AR,02/12/2026,05/12/2026,3,2,0,Lose,USD,BookingPro,10.71%,1045.0,1156.0,1099.0,1330.0
01/01/2025,Demo Region,Demo Chain Group,999993,demo.user3@example.com,Mountain Lodge Premium,DM,BR,20/12/2026,25/12/2026,5,2,0,Lose,USD,TripMaster,23.70%,2237.0,2767.0,2628.0,3182.0
01/01/2025,Demo Region,Demo Chain Group,999993,demo.user3@example.com,Mountain Lodge Premium,DM,AR,12/12/2026,19/12/2026,7,3,0,Lose,USD,TravelCorp,19.41%,2614.0,3121.0,2965.0,3589.0
01/01/2025,Demo Region,Demo Chain Group,999993,demo.user3@example.com,Mountain Lodge Premium,DM,BR,31/12/2025,03/01/2026,3,1,0,Lose,USD,BookingPro,19.25%,871.0,1039.0,987.0,1195.0
01/01/2025,Demo Region,Demo Chain Group,999993,demo.user3@example.com,Mountain Lodge Premium,DM,AR,26/03/2026,30/03/2026,4,2,0,Lose,USD,TravelCorp,12.27%,707.0,794.0,754.0,913.0
01/01/2025,Demo Region,Demo Chain Group,999993,demo.user3@example.com,Mountain Lodge Premium,DM,BR,27/09/2026,04/10/2026,7,2,0,Lose,USD,GlobalTravel,14.28%,1715.0,1960.0,1862.0,2255.0
01/01/2025,Demo Region,Demo Chain Group,999993,demo.user3@example.com,Mountain Lodge Premium,DM,BR,15/02/2026,19/02/2026,4,2,0,Lose,USD,VacationDeals,22.52%,919.0,1126.0,1070.0,1295.0
01/01/2025,Demo Region,Demo Chain Group,999993,demo.user3@example.com,Mountain Lodge Premium,DM,AR,07/01/2026,14/01/2026,7,1,0,Lose,USD,BookingPro,10.89%,2851.0,3162.0,3004.0,3636.0
01/01/2025,Demo Region,Demo Chain Group,999993,demo.user3@example.com,Mountain Lodge Premium,DM,AR,18/05/2026,20/05/2026,2,2,0,Lose,USD,WanderlustCo,10.79%,413.0,458.0,435.0,526.0
01/01/2025,Demo Region,Demo Chain Group,999993,demo.user3@example.com,Mountain Lodge Premium,DM,BR,18/12/2026,22/12/2026,4,3,0,Lose,USD,BookingPro,23.52%,1215.0,1500.0,1425.0,1726.0
01/01/2025,Demo Region,Demo Chain Group,999993,demo.user3@example.com,Mountain Lodge Premium,DM,BR,23/11/2026,28/11/2026,5,3,1,Lose,USD,VacationDeals,17.24%,1183.0,1387.0,1318.0,1595.0
01/01/2025,Demo Region,Demo Chain Group,999993,demo.user3@example.com,Mountain Lodge Premium,DM,BR,28/08/2026,31/08/2026,3,2,1,Lose,USD,WanderlustCo,21.75%,820.0,998.0,949.0,1148.0
01/01/2025,Demo Region,Demo Chain Group,999993,demo.user3@example.com,Mountain Lodge Premium,DM,BR,23/05/2026,02/06/2026,10,3,0,Lose,USD,VacationDeals,23.71%,1548.0,1915.0,1819.0,2202.0
01/01/2025,Demo Region,Demo Chain Group,999993,demo.user3@example.com,Mountain Lodge Premium,DM,BR,07/11/2026,09/11/2026,2,4,0,Lose,USD,BookingPro,18.70%,426.0,505.0,480.0,581.0
01/01/2025,Demo Region,Demo Chain Group,999993,demo.user3@example.com,Mountain Lodge Premium,DM,BR,07/12/2026,10/12/2026,3,2,1,Lose,USD,TravelCorp,6.35%,631.0,671.0,637.0,772.0
01/01/2025,Demo Region,Demo Chain Group,999993,demo.user3@example.com,Mountain Lodge Premium,DM,BR,27/03/2026,03/04/2026,7,2,0,Lose,USD,TripMaster,23.52%,1576.0,1946.0,1849.0,2238.0
01/01/2025,Demo Region,Demo Chain Group,999993,demo.user3@example.com,Mountain Lodge Premium,DM,AR,09/02/2026,12/02/2026,3,2,2,Lose,USD,WanderlustCo,23.92%,651.0,807.0,767.0,928.0
01/01/2025,Demo Region,Demo Chain Group,999993,demo.user3@example.com,Mountain Lodge Premium,DM,AR,03/01/2026,07/01/2026,4,3,0,Lose,USD,GlobalTravel,6.92%,817.0,874.0,830.0,1005.0
01/01/2025,Demo Region,Demo Chain Group,999993,demo.user3@example.com,Mountain Lodge Premium,DM,AR,13/09/2026,16/09/2026,3,2,0,Lose,USD,BookingPro,5.32%,740.0,779.0,740.0,896.0
